@relation  HydrogenRearrangementGamma 
@attribute PartialSigmaChargeDescriptor_RA numeric 
@attribute PartialPiChargeDescriptor_RA numeric 
@attribute EffectiveAtomPolarizabilityDescriptor_RA numeric 
@attribute PartialSigmaChargeDescriptor_PA numeric 
@attribute PartialPiChargeDescriptor_PA numeric 
@attribute EffectiveAtomPolarizabilityDescriptor_PA numeric 
@attribute class {0_00,0_01,0_02,0_03,0_04,0_05,0_06,0_07,0_08,0_09,0_10,0_11,0_12,0_13,0_14,0_15,0_16,0_17,0_18,0_19,0_20,0_21,0_22,0_23,0_24,0_25,0_26,0_27,0_28,0_29,0_30,0_31,0_32,0_33,0_34,0_35,0_36,0_37,0_38,0_39,0_40,0_41,0_42,0_43,0_44,0_45,0_46,0_47,0_48,0_49,0_50,0_51,0_52,0_53,0_54,0_55,0_56,0_57,0_58,0_59,0_60,0_61,0_62,0_63,0_64,0_65,0_66,0_67,0_68,0_69,0_70,0_71,0_72,0_73,0_74,0_75,0_76,0_77,0_78,0_79,0_80,0_81,0_82,0_83,0_84,0_85,0_86,0_87,0_88,0_89,0_90,0_91,0_92,0_93,0_94,0_95,0_96,0_97,0_98,0_99} 
@data 

-00.2974, -00.1241,  04.3510, -00.0407,  00.0000,  06.2191, 0_00, 
-00.2974, -00.1241,  04.3510, -00.0407,  00.0000,  06.2191, 0_00, 
-00.0530,  00.0000,  04.8508, -00.0431,  00.0000,  05.6548, 0_22, 
-00.0530,  00.0000,  04.8508, -00.0431,  00.0000,  05.6548, 0_22, 
-00.0407,  00.0000,  06.2191,  00.0074,  00.0000,  05.2335, 0_00, 
-00.0407,  00.0000,  06.2191,  00.0074,  00.0000,  05.2335, 0_00, 

-00.2927, -00.3465,  04.3568, -00.0527,  00.0000,  04.7469, 0_00, 
-00.2927, -00.3465,  04.3568, -00.0527,  00.0000,  04.7469, 0_00, 
 00.0270,  00.0000,  06.1948, -00.0527,  00.0000,  04.7138, 0_00, 
 00.0270,  00.0000,  06.1948, -00.0527,  00.0000,  04.7138, 0_00, 
-00.0422,  00.0784,  04.9354, -00.0342,  00.0000,  05.9692, 0_16, 
-00.0422,  00.0784,  04.9354, -00.0342,  00.0000,  05.9692, 0_16, 

-00.0493,  00.0000,  04.8952,  00.0239,  00.0000,  06.0497, 0_18, 
-00.0493,  00.0000,  04.8952,  00.0239,  00.0000,  06.0497, 0_18, 
-00.0312,  00.0000,  06.1143, -00.0460,  00.0000,  04.7540, 0_14, 
-00.0312,  00.0000,  06.1143, -00.0460,  00.0000,  04.7540, 0_14, 

-00.2927, -00.3309,  04.3568, -00.0309,  00.0000,  04.8946, 0_03, 
-00.2927, -00.3309,  04.3568, -00.0309,  00.0000,  04.8946, 0_03, 
-00.0309,  00.0000,  04.8946,  00.0229,  00.0000,  06.1824, 0_18, 
-00.0309,  00.0000,  04.8946,  00.0229,  00.0000,  06.1824, 0_18, 

-00.2927, -00.3465,  04.3568, -00.0527,  00.0000,  04.7469, 0_00, 
-00.2927, -00.3465,  04.3568, -00.0527,  00.0000,  04.7469, 0_00, 

-00.2930, -00.3300,  04.2026, -00.0279,  00.0000,  05.4568, 0_00, 
-00.2930, -00.3300,  04.2026, -00.0279,  00.0000,  05.4568, 0_00, 
-00.2930, -00.3300,  04.2026, -00.0279,  00.0000,  05.4568, 0_00, 
-00.2930, -00.3300,  04.2026, -00.0279,  00.0000,  05.4568, 0_00, 
-00.2930, -00.3300,  04.2026, -00.0279,  00.0000,  05.4568, 0_00, 
-00.2930, -00.3300,  04.2026, -00.0279,  00.0000,  05.4568, 0_00, 
