@relation  RadicalSiteInitiation 
@attribute PartialSigmaChargeDescriptor_PB numeric 
@attribute PartialPiChargeDescriptor_PB numeric 
@attribute EffectiveAtomPolarizabilityDescriptor_PB numeric 
@attribute PartialSigmaChargeDescriptor_PA numeric 
@attribute PartialPiChargeDescriptor_PA numeric 
@attribute EffectiveAtomPolarizabilityDescriptor_PA numeric 
@attribute StructureResonanceCount_PA numeric 
@attribute NumberCarbons_PA numeric 
@attribute SigmaElectronegativityDescriptor_R numeric 
@attribute LonePairCount_R numeric 
@attribute ConnectedAtomsCount_R numeric 
@attribute class {0_00,0_01,0_02,0_03,0_04,0_05,0_06,0_07,0_08,0_09,0_10,0_11,0_12,0_13,0_14,0_15,0_16,0_17,0_18,0_19,0_20,0_21,0_22,0_23,0_24,0_25,0_26,0_27,0_28,0_29,0_30,0_31,0_32,0_33,0_34,0_35,0_36,0_37,0_38,0_39,0_40,0_41,0_42,0_43,0_44,0_45,0_46,0_47,0_48,0_49,0_50,0_51,0_52,0_53,0_54,0_55,0_56,0_57,0_58,0_59,0_60,0_61,0_62,0_63,0_64,0_65,0_66,0_67,0_68,0_69,0_70,0_71,0_72,0_73,0_74,0_75,0_76,0_77,0_78,0_79,0_80,0_81,0_82,0_83,0_84,0_85,0_86,0_87,0_88,0_89,0_90,0_91,0_92,0_93,0_94,0_95,0_96,0_97,0_98,0_99} 
@data 
-00.0559,  03.4825,  01.0000, -04.2385,  00.1187,  03.9510,  01.0000,  13.0146,  01.0000,  01.0000,  00.0000, 0_06, 
-00.0559,  03.4825,  01.0000, -04.2385,  00.1187,  03.9510,  01.0000,  13.0146,  01.0000,  01.0000,  00.0000, 0_06, 
-00.0316,  04.2800,  02.0000, -04.2426,  00.1180,  03.5523,  00.0000,  13.0146,  01.0000,  01.0000,  00.0000, 0_56, 
-00.0316,  04.2800,  02.0000, -04.2426,  00.1180,  03.5523,  00.0000,  13.0146,  01.0000,  01.0000,  00.0000, 0_56, 
 00.1978,  04.1153,  02.0000, -00.1026,  00.0821,  04.6265,  00.0000,  07.6959,  00.0000,  03.0000,  01.2291, 0_25, 
 00.1978,  04.1153,  02.0000, -00.1026,  00.0821,  04.6265,  00.0000,  07.6959,  00.0000,  03.0000,  01.2291, 0_25, 
 00.1983,  04.5264,  02.0000, -00.1058,  00.0000,  03.9010,  00.0000,  07.5618,  00.0000,  03.0000,  00.7696, 0_12, 
 00.1983,  04.5264,  02.0000, -00.1058,  00.0000,  03.9010,  00.0000,  07.5618,  00.0000,  03.0000,  00.7696, 0_12, 
-00.0497,  04.3048,  01.0000,  00.2208,  00.0332,  04.2278,  00.0000,  08.2006,  00.0000,  03.0000,  00.7824, 0_22, 
-00.0497,  04.3048,  01.0000,  00.2208,  00.0332,  04.2278,  00.0000,  08.2006,  00.0000,  03.0000,  00.7824, 0_22, 
 00.1981,  04.4780,  02.0000, -00.1058,  00.0000,  03.9010,  00.0000,  07.5618,  00.0000,  03.0000,  01.6623, 0_12, 
 00.1981,  04.4780,  02.0000, -00.1058,  00.0000,  03.9010,  00.0000,  07.5618,  00.0000,  03.0000,  01.6623, 0_12, 
-00.0528,  03.6760,  01.0000, -00.0479,  00.0000,  03.7560,  00.0000,  10.6953,  00.0000,  02.0000,  00.0000, 0_02, 
-00.0528,  03.6760,  01.0000, -00.0479,  00.0000,  03.7560,  00.0000,  10.6953,  00.0000,  02.0000,  00.0000, 0_02, 
